sale_id,customer_id,product_id,date_id,quantity,unit_price,total_amount
86,1503,112,20250925,3,53.72,161.16
87,1262,167,20251003,5,109.26,546.3
88,953,199,20250812,8,103.79,830.32
89,550,188,20250615,10,487.05,4870.5
90,572,63,20250819,2,342.45,684.9
91,1168,63,20251109,8,342.45,2739.6
92,689,172,20250115,7,415.53,2908.71
93,373,127,20250907,6,146.2,877.2
94,1634,55,20250513,6,379.11,2274.66
95,1803,88,20251102,5,482.36,2411.8
96,1139,180,20250106,5,22.83,114.15
97,176,133,20250504,4,35.17,140.68
98,1001,185,20251012,7,342.62,2398.34
99,1415,195,20250901,4,406.32,1625.28
100,918,166,20250109,8,139.81,1118.48
101,454,24,20250727,5,443.3,2216.5
102,628,178,20251206,4,42.25,169.0
103,970,149,20251011,6,153.5,921.0
104,872,136,20251009,6,82.93,497.58
105,1440,85,20250821,6,331.58,1989.48
106,515,70,20250429,5,256.3,1281.5
107,647,31,20250303,4,417.88,1671.52
108,1948,191,20251220,9,441.3,3971.7
109,444,48,20250905,4,232.13,928.52
110,1557,71,20250926,10,435.91,4359.1
111,206,153,20250410,5,41.26,206.3
112,740,76,20250402,4,459.65,1838.6
113,1451,78,20251001,1,60.37,60.37
114,94,33,20250128,5,336.74,1683.7
115,1429,142,20250306,5,24.67,123.35
116,211,164,20250107,8,135.91,1087.28
117,962,147,20250903,5,123.15,615.75
118,378,113,20250127,6,365.47,2192.82
119,234,65,20250203,8,173.39,1387.12
120,152,103,20251023,8,111.05,888.4
121,311,162,20250318,1,466.22,466.22
122,175,145,20250508,5,467.68,2338.4
123,1566,31,20250802,9,417.88,3760.92
124,1620,156,20251113,10,440.24,4402.4
125,780,58,20250819,9,300.22,2701.98
126,1762,114,20251029,5,128.08,640.4
127,1165,110,20251114,5,432.6,2163.0
128,1967,16,20250220,10,478.82,4788.2
129,1282,196,20250419,4,83.8,335.2
130,322,68,20250503,2,438.55,877.1
131,154,45,20250322,9,438.8,3949.2
132,923,1,20251219,7,60.11,420.77
133,597,153,20250117,8,41.26,330.08
134,1448,60,20250525,5,266.91,1334.55
135,146,180,20251218,8,22.83,182.64
136,1614,60,20251117,5,266.91,1334.55
137,871,151,20250228,4,9.61,38.44
138,1327,140,20250318,4,204.87,819.48
139,147,69,20250131,3,486.08,1458.24
140,1219,43,20251019,5,137.53,687.65
141,255,74,20250828,8,190.09,1520.72
142,1434,177,20250726,5,282.65,1413.25
143,1106,70,20250910,9,256.3,2306.7
144,1225,113,20250121,2,365.47,730.94
145,1237,111,20250509,6,338.32,2029.92
146,469,7,20251212,2,113.23,226.46
147,1948,148,20250111,10,69.78,697.8
148,1181,196,20250121,5,83.8,419.0
149,964,196,20250923,3,83.8,251.4
150,1877,167,20250523,8,109.26,874.08
151,893,47,20251122,10,200.84,2008.4
152,963,126,20250628,2,136.28,272.56
153,658,105,20251210,6,290.22,1741.32
154,676,27,20250730,3,117.81,353.43
155,591,178,20251206,8,42.25,338.0
156,76,103,20250821,9,111.05,999.45
157,517,23,20250615,6,415.56,2493.36
158,1772,30,20250921,7,142.6,998.2
159,947,1,20250731,9,60.11,540.99
160,1062,14,20250705,4,350.58,1402.32
161,1281,160,20250815,8,266.83,2134.64
162,417,195,20250517,1,406.32,406.32
163,1900,141,20250528,3,126.88,380.64
164,249,113,20250115,8,365.47,2923.76
165,1637,162,20250503,10,466.22,4662.2
166,637,182,20251010,3,217.74,653.22
167,836,4,20250217,9,339.97,3059.73
168,946,58,20250302,2,300.22,600.44
169,1021,166,20250530,3,139.81,419.43
170,851,131,20250905,5,112.76,563.8
171,936,121,20251010,4,484.65,1938.6
172,391,38,20251103,7,192.83,1349.81
173,1770,131,20250205,3,112.76,338.28
174,697,71,20250917,7,435.91,3051.37
175,580,69,20250602,1,486.08,486.08
176,1352,151,20250908,10,9.61,96.1
177,1104,39,20250905,8,345.64,2765.12
178,1131,89,20251006,6,378.86,2273.16
179,1911,97,20250614,8,296.28,2370.24
180,1172,49,20250716,4,74.12,296.48
181,90,60,20250612,7,266.91,1868.37
182,1445,191,20250715,8,441.3,3530.4
183,1015,99,20250119,3,34.14,102.42
184,1978,33,20251030,9,336.74,3030.66
185,1791,85,20250814,2,331.58,663.16
186,1865,26,20250822,9,39.43,354.87
187,840,4,20251202,3,339.97,1019.91
188,962,40,20250516,2,343.88,687.76
189,1419,87,20250723,10,436.85,4368.5
190,1745,167,20250618,2,109.26,218.52
191,779,173,20250612,9,6.76,60.84
192,1787,161,20251005,8,409.47,3275.76
193,141,10,20250501,10,352.16,3521.6
194,466,162,20250216,5,466.22,2331.1
195,1558,112,20251121,2,53.72,107.44
196,909,181,20250327,2,293.34,586.68
197,1851,178,20250115,5,42.25,211.25
198,1631,12,20250129,6,142.7,856.2
199,768,76,20250809,6,459.65,2757.9
200,1088,38,20250730,4,192.83,771.32
201,349,145,20250331,3,467.68,1403.04
202,1784,21,20250715,10,66.79,667.9
203,1020,159,20251026,4,154.75,619.0
204,945,37,20251123,4,126.18,504.72
205,523,66,20251208,8,220.21,1761.68
206,1846,3,20250528,8,74.07,592.56
207,324,174,20250207,9,320.37,2883.33
208,1204,114,20250603,6,128.08,768.48
209,1414,164,20250509,7,135.91,951.37
210,408,117,20250716,5,234.0,1170.0
211,486,124,20250715,2,451.71,903.42
212,1178,147,20250601,6,123.15,738.9
213,45,180,20251204,5,22.83,114.15
214,17,102,20251017,5,142.85,714.25
215,1865,176,20251107,1,278.08,278.08
216,1706,191,20250527,8,441.3,3530.4
217,1244,199,20250630,4,103.79,415.16
218,1272,57,20250509,4,397.08,1588.32
219,1287,174,20250219,3,320.37,961.11
220,633,161,20250814,1,409.47,409.47
221,748,9,20250309,10,103.42,1034.2
222,670,24,20250801,5,443.3,2216.5
223,271,45,20251004,4,438.8,1755.2
224,1028,94,20250520,9,64.9,584.1
225,1872,43,20250904,5,137.53,687.65
226,1648,76,20250228,6,459.65,2757.9
227,289,120,20250426,2,499.64,999.28
228,1981,174,20251013,7,320.37,2242.59
229,1620,94,20250722,2,64.9,129.8
230,1099,4,20250305,5,339.97,1699.85
231,1378,117,20251211,6,234.0,1404.0
232,781,68,20251123,10,438.55,4385.5
233,1383,96,20250430,2,296.21,592.42
234,1269,121,20251015,1,484.65,484.65
235,454,84,20251128,10,384.09,3840.9
236,1863,17,20251225,8,55.59,444.72
237,239,78,20250313,7,60.37,422.59
238,624,12,20250910,1,142.7,142.7
239,481,30,20251003,2,142.6,285.2
240,930,35,20250709,7,40.34,282.38
241,859,172,20251028,9,415.53,3739.77
242,1814,191,20250801,3,441.3,1323.9
243,1708,168,20250908,2,105.78,211.56
244,1924,158,20250524,7,417.7,2923.9
245,445,9,20250816,6,103.42,620.52
246,1752,114,20250705,4,128.08,512.32
247,1116,26,20251127,6,39.43,236.58
248,816,92,20250522,1,326.69,326.69
249,1944,49,20250821,2,74.12,148.24
250,1315,24,20251124,4,443.3,1773.2
251,104,153,20250620,1,41.26,41.26
252,1612,63,20251017,3,342.45,1027.35
253,1700,53,20251011,2,184.19,368.38
254,443,54,20250430,10,257.22,2572.2
255,1616,85,20251102,3,331.58,994.74
256,1759,1,20250316,5,60.11,300.55
257,514,34,20250331,9,468.64,4217.76
258,270,29,20250108,1,433.91,433.91
259,1206,92,20250615,4,326.69,1306.76
260,544,5,20250127,3,48.03,144.09
261,1078,33,20250228,7,336.74,2357.18
262,976,191,20250818,2,441.3,882.6
263,1052,200,20251031,6,178.08,1068.48
264,1032,28,20250424,8,492.68,3941.44
265,1490,158,20251204,1,417.7,417.7
266,939,134,20251126,5,33.3,166.5
267,981,8,20250725,1,303.0,303.0
268,1005,110,20251231,2,432.6,865.2
269,1842,114,20250211,2,128.08,256.16
270,304,83,20250203,10,408.93,4089.3
271,1279,33,20251121,5,336.74,1683.7
272,1459,150,20250616,9,464.86,4183.74
273,1087,98,20250531,10,40.14,401.4
274,1240,117,20250809,9,234.0,2106.0
275,1747,26,20251202,2,39.43,78.86
276,1477,167,20250421,9,109.26,983.34
277,1819,111,20250427,8,338.32,2706.56
278,1695,106,20250821,6,393.39,2360.34
279,1495,103,20250218,7,111.05,777.35
280,641,81,20251207,7,439.61,3077.27
281,1953,66,20250320,6,220.21,1321.26
282,138,176,20250216,8,278.08,2224.64
283,885,22,20250219,2,44.01,88.02
284,1663,191,20250308,6,441.3,2647.8
285,1202,143,20251015,1,212.52,212.52
286,1373,144,20250304,6,284.79,1708.74
287,1790,106,20251207,6,393.39,2360.34
288,1778,193,20250127,7,392.28,2745.96
289,640,74,20250630,10,190.09,1900.9
290,1040,27,20250419,10,117.81,1178.1
291,460,40,20250225,8,343.88,2751.04
292,753,90,20250228,9,104.57,941.13
293,1176,196,20250426,5,83.8,419.0
294,1996,110,20251115,9,432.6,3893.4
295,54,158,20251108,9,417.7,3759.3
296,60,169,20250403,5,427.19,2135.95
297,1888,70,20250623,5,256.3,1281.5
298,372,90,20250315,1,104.57,104.57
299,143,145,20250314,7,467.68,3273.76
300,188,190,20250929,1,432.98,432.98
301,860,56,20250821,7,80.66,564.62
302,758,88,20250609,3,482.36,1447.08
303,1591,185,20251018,6,342.62,2055.72
304,1810,153,20250127,2,41.26,82.52
305,1546,40,20251113,3,343.88,1031.64
306,558,13,20250815,2,380.61,761.22
307,995,170,20251107,7,246.82,1727.74
308,560,114,20250421,7,128.08,896.56
309,234,194,20250626,9,402.11,3618.99
310,581,111,20251214,2,338.32,676.64
311,997,174,20250927,10,320.37,3203.7
312,94,171,20250423,5,50.69,253.45
313,113,102,20250104,10,142.85,1428.5
314,1937,53,20250419,5,184.19,920.95
315,1566,197,20250511,3,58.51,175.53
316,246,75,20250104,6,271.99,1631.94
317,360,128,20250308,7,478.87,3352.09
318,1442,98,20250428,9,40.14,361.26
319,1707,129,20251209,9,332.63,2993.67
320,814,91,20250122,2,202.5,405.0
321,942,112,20250209,1,53.72,53.72
322,880,81,20251021,10,439.61,4396.1
323,593,104,20250228,7,363.06,2541.42
324,1979,104,20250616,1,363.06,363.06
325,943,44,20251220,10,457.0,4570.0
326,895,93,20250224,2,450.31,900.62
327,1207,63,20250725,7,342.45,2397.15
328,811,135,20250608,2,241.01,482.02
329,454,191,20250620,6,441.3,2647.8
330,157,200,20250919,3,178.08,534.24
331,1087,163,20250919,2,469.77,939.54
332,720,50,20251127,6,282.88,1697.28
333,211,38,20250316,4,192.83,771.32
334,356,66,20251105,4,220.21,880.84
335,363,40,20251118,2,343.88,687.76
336,1546,127,20251016,8,146.2,1169.6
337,920,195,20251215,10,406.32,4063.2
338,662,145,20251118,10,467.68,4676.8
339,901,81,20250204,3,439.61,1318.83
340,1294,121,20250605,8,484.65,3877.2
341,116,71,20250630,10,435.91,4359.1
342,636,130,20250825,2,81.62,163.24
343,117,116,20250708,1,213.83,213.83
344,1321,74,20250216,2,190.09,380.18
345,1039,158,20250716,10,417.7,4177.0
346,1136,119,20250122,10,53.46,534.6
347,1335,116,20250407,10,213.83,2138.3
348,975,83,20250914,10,408.93,4089.3
349,923,39,20250222,1,345.64,345.64
350,1034,88,20251127,2,482.36,964.72
351,508,45,20251229,1,438.8,438.8
352,1074,113,20250925,8,365.47,2923.76
353,746,157,20250710,3,146.07,438.21
354,838,73,20250623,7,306.44,2145.08
355,108,174,20251120,10,320.37,3203.7
356,135,166,20250618,6,139.81,838.86
357,1390,25,20250717,9,290.79,2617.11
358,1483,73,20251203,5,306.44,1532.2
359,683,155,20250211,3,466.96,1400.88
360,1878,150,20250629,3,464.86,1394.58
361,265,80,20251101,7,123.53,864.71
362,635,182,20251014,2,217.74,435.48
363,1666,97,20250307,6,296.28,1777.68
364,192,172,20251127,9,415.53,3739.77
365,1042,172,20250705,7,415.53,2908.71
366,633,5,20250403,6,48.03,288.18
367,1941,55,20250906,6,379.11,2274.66
368,282,50,20250321,4,282.88,1131.52
369,1730,20,20250221,5,366.22,1831.1
370,1711,130,20250927,9,81.62,734.58
371,1795,10,20251113,6,352.16,2112.96
372,772,34,20250320,10,468.64,4686.4
373,1703,42,20251221,3,403.5,1210.5
374,1657,198,20250326,10,430.0,4300.0
375,90,185,20250730,8,342.62,2740.96
376,1986,94,20250816,4,64.9,259.6
377,1541,157,20250818,5,146.07,730.35
378,490,60,20250608,9,266.91,2402.19
379,754,121,20251214,4,484.65,1938.6
380,946,147,20250525,8,123.15,985.2
381,1030,200,20250928,7,178.08,1246.56
382,1673,108,20250413,3,331.2,993.6
383,1788,155,20250509,3,466.96,1400.88
384,1791,14,20250710,8,350.58,2804.64
385,1457,142,20250922,2,24.67,49.34
386,172,32,20250324,5,188.24,941.2
387,1855,70,20250920,8,256.3,2050.4
388,188,38,20250424,7,192.83,1349.81
389,1906,116,20250114,6,213.83,1282.98
390,812,107,20250915,1,99.25,99.25
391,791,96,20250211,4,296.21,1184.84
392,58,96,20250613,4,296.21,1184.84
393,1621,26,20250316,6,39.43,236.58
394,588,36,20250830,1,89.71,89.71
395,1555,179,20251228,3,452.44,1357.32
396,1261,121,20250103,8,484.65,3877.2
397,525,21,20250421,1,66.79,66.79
398,1926,39,20251108,9,345.64,3110.76
399,228,136,20250528,7,82.93,580.51
400,250,61,20250125,5,431.09,2155.45
401,1309,62,20251115,7,341.74,2392.18
402,228,118,20250913,2,224.35,448.7
403,34,153,20251120,9,41.26,371.34
404,496,132,20250315,10,291.69,2916.9
405,4,75,20251111,7,271.99,1903.93
406,1169,91,20250802,4,202.5,810.0
407,1073,48,20250704,2,232.13,464.26
408,1115,18,20250917,9,52.87,475.83
409,42,130,20250719,9,81.62,734.58
410,1302,121,20250718,1,484.65,484.65
411,1531,96,20250109,5,296.21,1481.05
412,707,92,20250504,2,326.69,653.38
413,1581,188,20251025,2,487.05,974.1
414,274,189,20250123,6,81.5,489.0
415,694,91,20251126,9,202.5,1822.5
416,1425,45,20250903,8,438.8,3510.4
417,1662,162,20250311,3,466.22,1398.66
418,76,17,20250531,8,55.59,444.72
419,1621,52,20250413,1,449.42,449.42
420,1912,11,20250608,6,114.12,684.72
421,1670,132,20251006,7,291.69,2041.83
422,75,122,20251128,5,87.32,436.6
423,732,49,20250125,5,74.12,370.6
424,560,168,20250305,6,105.78,634.68
425,1822,95,20250724,7,36.69,256.83
426,1833,191,20250717,8,441.3,3530.4
427,1017,87,20251221,3,436.85,1310.55
428,1893,128,20250923,6,478.87,2873.22
429,1490,69,20250806,2,486.08,972.16
430,1234,21,20250403,7,66.79,467.53
431,658,140,20250222,5,204.87,1024.35
432,1354,21,20250601,6,66.79,400.74
433,1235,79,20250807,8,439.97,3519.76
434,720,43,20250817,8,137.53,1100.24
435,1260,11,20250811,6,114.12,684.72
436,154,71,20251210,1,435.91,435.91
437,745,164,20250920,7,135.91,951.37
438,1952,192,20250116,3,93.78,281.34
439,1389,37,20250813,10,126.18,1261.8
440,138,9,20250501,3,103.42,310.26
441,742,200,20250716,6,178.08,1068.48
442,1240,146,20250320,1,336.51,336.51
443,1944,174,20250709,8,320.37,2562.96
444,1563,96,20250209,8,296.21,2369.68
445,1085,147,20250707,3,123.15,369.45
446,1331,102,20250523,6,142.85,857.1
447,54,64,20250406,2,376.68,753.36
448,793,128,20251015,9,478.87,4309.83
449,1588,31,20250514,5,417.88,2089.4
450,440,181,20251110,8,293.34,2346.72
451,410,74,20250304,8,190.09,1520.72
452,926,35,20250330,2,40.34,80.68
453,180,183,20251216,8,157.59,1260.72
454,1454,82,20250203,6,47.4,284.4
455,595,141,20250603,9,126.88,1141.92
456,1626,41,20250705,3,118.38,355.14
457,249,131,20250413,4,112.76,451.04
458,1619,36,20250910,4,89.71,358.84
459,1135,7,20251021,6,113.23,679.38
460,1646,95,20251010,8,36.69,293.52
461,1811,34,20250214,10,468.64,4686.4
462,816,17,20250903,5,55.59,277.95
463,1576,135,20250729,7,241.01,1687.07
464,257,148,20250612,2,69.78,139.56
465,922,165,20250827,2,372.5,745.0
466,706,175,20250307,9,84.98,764.82
467,1311,200,20251028,9,178.08,1602.72
468,887,47,20250915,3,200.84,602.52
469,1062,15,20250320,2,142.55,285.1
470,332,78,20250615,3,60.37,181.11
471,709,182,20250923,4,217.74,870.96
472,514,73,20250411,2,306.44,612.88
473,563,163,20250306,9,469.77,4227.93
474,1259,161,20251001,5,409.47,2047.35
475,1313,24,20250328,9,443.3,3989.7
476,316,152,20250329,10,499.23,4992.3
477,1476,169,20251106,10,427.19,4271.9
478,85,87,20250115,10,436.85,4368.5
479,1943,21,20251125,1,66.79,66.79
480,543,198,20251130,10,430.0,4300.0
481,854,54,20251113,10,257.22,2572.2
482,1020,164,20251118,1,135.91,135.91
483,1315,140,20250604,5,204.87,1024.35
484,1649,124,20251217,4,451.71,1806.84
485,929,104,20250207,5,363.06,1815.3
486,324,177,20250814,1,282.65,282.65
487,952,107,20250415,8,99.25,794.0
488,295,88,20250610,10,482.36,4823.6
489,1504,184,20250626,6,449.97,2699.82
490,1558,103,20250709,3,111.05,333.15
491,218,132,20250613,9,291.69,2625.21
492,251,62,20250517,8,341.74,2733.92
493,289,116,20250219,4,213.83,855.32
494,1937,13,20250716,5,380.61,1903.05
495,509,158,20250323,7,417.7,2923.9
496,1477,84,20250610,10,384.09,3840.9
497,1021,49,20250921,3,74.12,222.36
498,1801,120,20250607,8,499.64,3997.12
499,185,128,20250721,1,478.87,478.87
500,1980,130,20250504,8,81.62,652.96
501,723,56,20250125,10,80.66,806.6
502,1014,13,20251102,5,380.61,1903.05
503,586,168,20251002,8,105.78,846.24
504,883,3,20250310,2,74.07,148.14
505,1565,68,20250726,6,438.55,2631.3
506,821,94,20250127,1,64.9,64.9
507,399,146,20250705,9,336.51,3028.59
508,151,142,20250717,5,24.67,123.35
509,1566,130,20251009,8,81.62,652.96
510,1394,72,20251109,10,421.63,4216.3
511,1997,31,20250219,3,417.88,1253.64
512,1628,101,20250623,6,40.07,240.42
513,1547,143,20250315,6,212.52,1275.12
514,1043,51,20250725,10,374.77,3747.7
515,93,129,20250120,1,332.63,332.63
516,1647,36,20250831,6,89.71,538.26
517,306,133,20251107,8,35.17,281.36
518,672,132,20251110,3,291.69,875.07
519,805,82,20251112,3,47.4,142.2
520,1216,190,20250622,5,432.98,2164.9
521,1091,130,20250908,9,81.62,734.58
522,614,182,20250901,10,217.74,2177.4
523,679,5,20251211,6,48.03,288.18
524,1196,29,20250607,7,433.91,3037.37
525,1223,186,20250831,1,55.88,55.88
526,1183,68,20250427,10,438.55,4385.5
527,1196,185,20250903,1,342.62,342.62
528,1289,44,20251114,9,457.0,4113.0
529,303,199,20251215,7,103.79,726.53
530,1173,63,20251225,1,342.45,342.45
531,39,29,20250814,4,433.91,1735.64
532,311,81,20250731,7,439.61,3077.27
533,841,177,20250914,4,282.65,1130.6
534,1886,199,20250830,10,103.79,1037.9
535,1446,189,20250312,1,81.5,81.5
536,1149,133,20250616,4,35.17,140.68
537,1077,170,20250712,8,246.82,1974.56
538,942,81,20250930,3,439.61,1318.83
539,726,88,20251213,9,482.36,4341.24
540,1250,198,20250905,5,430.0,2150.0
541,572,50,20251013,4,282.88,1131.52
542,1929,77,20250602,4,165.46,661.84
543,1444,198,20250417,5,430.0,2150.0
544,650,177,20250903,8,282.65,2261.2
545,1913,90,20250521,9,104.57,941.13
546,1175,74,20251213,2,190.09,380.18
547,1835,140,20250722,7,204.87,1434.09
548,595,89,20250122,3,378.86,1136.58
549,710,74,20250815,2,190.09,380.18
550,1531,168,20250903,5,105.78,528.9
551,1696,55,20251003,4,379.11,1516.44
552,1426,70,20250520,9,256.3,2306.7
553,1261,36,20251028,2,89.71,179.42
554,104,62,20251209,4,341.74,1366.96
555,1307,136,20250430,4,82.93,331.72
556,847,14,20250619,2,350.58,701.16
557,206,184,20251215,8,449.97,3599.76
558,11,198,20251009,3,430.0,1290.0
559,1338,41,20250901,7,118.38,828.66
560,1549,123,20250528,4,243.27,973.08
561,1323,83,20250131,5,408.93,2044.65
562,1336,197,20251021,2,58.51,117.02
563,1513,60,20250120,9,266.91,2402.19
564,1807,45,20250401,7,438.8,3071.6
565,1614,10,20250911,7,352.16,2465.12
566,1796,48,20250120,5,232.13,1160.65
567,1164,3,20251105,5,74.07,370.35
568,583,28,20250821,6,492.68,2956.08
569,1074,165,20250910,9,372.5,3352.5
570,959,35,20250520,9,40.34,363.06
571,678,50,20250325,2,282.88,565.76
572,1328,188,20250512,8,487.05,3896.4
573,29,184,20250622,3,449.97,1349.91
574,1382,76,20250409,10,459.65,4596.5
575,1754,45,20251124,10,438.8,4388.0
576,1056,104,20250617,7,363.06,2541.42
577,1371,23,20250218,7,415.56,2908.92
578,978,48,20250615,3,232.13,696.39
579,535,64,20250716,1,376.68,376.68
580,1544,61,20250517,8,431.09,3448.72
581,1193,85,20251021,5,331.58,1657.9
582,1339,3,20250704,5,74.07,370.35
583,128,178,20251208,4,42.25,169.0
584,629,31,20250323,8,417.88,3343.04
585,1891,104,20251227,9,363.06,3267.54
586,1414,198,20250302,5,430.0,2150.0
587,753,164,20251111,5,135.91,679.55
588,1961,57,20250310,4,397.08,1588.32
589,932,123,20251107,3,243.27,729.81
590,1438,96,20251009,7,296.21,2073.47
591,1643,121,20251207,9,484.65,4361.85
592,1394,56,20251102,4,80.66,322.64
593,915,21,20250928,9,66.79,601.11
594,160,181,20251016,6,293.34,1760.04
595,1698,29,20251008,1,433.91,433.91
596,1173,130,20251002,4,81.62,326.48
597,672,39,20250924,3,345.64,1036.92
598,1394,114,20250416,2,128.08,256.16
599,1002,184,20250216,10,449.97,4499.7
600,1657,131,20250129,8,112.76,902.08
601,1052,117,20250801,3,234.0,702.0
602,119,117,20251014,10,234.0,2340.0
603,1482,119,20250112,5,53.46,267.3
604,1673,102,20250102,5,142.85,714.25
605,1185,191,20250207,4,441.3,1765.2
606,706,12,20251225,7,142.7,998.9
607,124,17,20250205,9,55.59,500.31
608,588,121,20250729,1,484.65,484.65
609,1569,47,20251125,3,200.84,602.52
610,767,187,20250715,7,442.65,3098.55
611,770,115,20250211,7,270.46,1893.22
612,273,175,20251201,9,84.98,764.82
613,366,90,20251003,2,104.57,209.14
614,261,101,20250425,9,40.07,360.63
615,612,1,20250826,1,60.11,60.11
616,869,173,20250930,9,6.76,60.84
617,507,98,20250824,4,40.14,160.56
618,565,89,20250407,3,378.86,1136.58
619,66,186,20251205,2,55.88,111.76
620,1569,108,20250109,10,331.2,3312.0
621,138,62,20250221,4,341.74,1366.96
622,915,153,20251103,1,41.26,41.26
623,502,173,20250123,1,6.76,6.76
624,480,103,20251004,8,111.05,888.4
625,287,56,20250915,1,80.66,80.66
626,1671,75,20251022,4,271.99,1087.96
627,1225,82,20251211,10,47.4,474.0
628,619,83,20250315,4,408.93,1635.72
629,453,170,20250731,9,246.82,2221.38
630,125,77,20251013,5,165.46,827.3
631,1283,152,20251214,3,499.23,1497.69
632,1016,110,20250125,9,432.6,3893.4
633,1610,89,20250926,7,378.86,2652.02
634,837,82,20250318,7,47.4,331.8
635,377,77,20251003,7,165.46,1158.22
636,1740,122,20250426,4,87.32,349.28
637,1651,77,20250826,3,165.46,496.38
638,846,15,20250802,9,142.55,1282.95
639,275,143,20250718,9,212.52,1912.68
640,417,63,20250619,5,342.45,1712.25
641,1889,166,20250819,2,139.81,279.62
642,1097,95,20250408,2,36.69,73.38
643,773,14,20251211,5,350.58,1752.9
644,81,155,20250207,10,466.96,4669.6
645,1484,49,20251210,10,74.12,741.2
646,982,144,20250417,4,284.79,1139.16
647,1960,86,20250108,5,86.74,433.7
648,1971,55,20250302,4,379.11,1516.44
649,1873,192,20250505,8,93.78,750.24
650,1442,179,20250415,10,452.44,4524.4
651,1131,102,20250614,4,142.85,571.4
652,780,199,20250827,5,103.79,518.95
653,632,137,20250514,6,44.66,267.96
654,1808,93,20250912,9,450.31,4052.79
655,1645,120,20250829,2,499.64,999.28
656,1873,195,20250415,6,406.32,2437.92
657,848,95,20250124,6,36.69,220.14
658,1519,145,20250316,4,467.68,1870.72
659,1134,5,20251027,5,48.03,240.15
660,605,149,20250320,7,153.5,1074.5
661,472,51,20250714,6,374.77,2248.62
662,1023,146,20251009,4,336.51,1346.04
663,528,168,20250908,6,105.78,634.68
